text,SNAP,Medicaid,Section8_Housing,TANF,LIHEAP,household_income_pct_fpl,housing_status,citizenship_status,has_dependent_children,has_utility_bills
I recently lost my job at a local restaurant due to layoffs. I am renting a room in a shared house for $1269 per month. I share an apartment with a roommate. I have been managing diabetes without proper medical care due to cost. I received a shutoff notice for my gas service. I am a legal permanent resident and have been in the US for over 5 years.,0,0,0,0,0,361,staying_with_family,qualified_alien,False,True
I am currently unemployed and have been looking for work for 10 months. I am currently renting an apartment for $935 per month. I live with my partner. I am pregnant and currently uninsured. I received a shutoff notice for my gas service. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,1,127,renting,qualified_alien,False,True
I work part-time at a cleaning service earning about $516 per month. I have been unhoused for 8 months and am staying in a shelter. I am caring for my elderly mother who lives with me. I am pregnant and currently uninsured.,1,1,1,1,0,43,renting,citizen,True,False
"I recently lost my job at a small business due to layoffs. I own my home but am struggling to keep up with the mortgage. I live alone. I am pregnant and currently uninsured. My electricity bill has been very high this winter, around $407 per month.",1,1,1,0,1,34,renting,citizen,False,True
"I receive disability benefits of $756 per month and cannot work. I have been unhoused for 5 months and am staying in a shelter. My household includes myself, my partner, and our 2 children. I have been managing arthritis without proper medical care due to cost. I am behind on my heating bills by $227.",1,1,0,1,1,63,staying_with_family,citizen,True,True
I receive disability benefits of $1608 per month and cannot work. I am staying with family temporarily as I cannot afford my own place. I live alone. I recently lost my employer-sponsored health insurance. I struggle every month to pay my utility bills on time.,0,1,0,0,1,134,renting,citizen,False,True
I work part-time at a retail shop earning about $924 per month. I have been unhoused for 12 months and am staying in a shelter. I share an apartment with a roommate. I have a chronic condition (hypertension) that requires regular medication. I struggle every month to pay my utility bills on time. I do not have legal immigration status.,0,0,0,0,1,77,renting,undocumented,False,True
"I work 25 hours a week at cleaning service, making $408 monthly. I own my home but am struggling to keep up with the mortgage. I live alone. I recently lost my employer-sponsored health insurance. My utility bills take up a large portion of my income.",1,1,1,0,1,34,unhoused,citizen,False,True
I receive disability benefits of $1212 per month and cannot work. I own my home but am struggling to keep up with the mortgage. I live alone. I recently lost my employer-sponsored health insurance. I received a shutoff notice for my gas service. I am a legal permanent resident and have been in the US for over 5 years.,1,1,0,0,1,101,owned,qualified_alien,True,True
"I am a student and work part-time, earning around $1692 a month. I am currently renting an apartment for $944 per month. I live with my spouse and 4 children. My child has asthma and needs ongoing medical care.",0,0,0,0,0,141,renting,citizen,True,False
"I am self-employed doing handyman work, my income varies month to month. I have been unhoused for 3 months and am staying in a shelter. I live with my partner. I recently lost my employer-sponsored health insurance. I am behind on my heating bills by $472.",0,0,0,0,0,154,staying_with_family,citizen,False,True
I am a full-time caregiver for my spouse and have no outside income. I am staying with family temporarily as I cannot afford my own place. I live alone. I recently lost my employer-sponsored health insurance. I received a shutoff notice for my gas service. I do not have legal immigration status.,0,0,0,0,1,133,staying_with_family,undocumented,True,True
"I recently lost my job at a local restaurant due to layoffs. I recently became homeless after my landlord evicted me. I am caring for my elderly mother who lives with me. My child has diabetes and needs ongoing medical care. My electricity bill has been very high this winter, around $178 per month.",1,1,0,0,1,128,staying_with_family,citizen,True,True
I recently lost my job at a local restaurant due to layoffs. I am renting a room in a shared house for $890 per month. I am caring for my elderly grandmother who lives with me. I have been managing depression without proper medical care due to cost.,0,0,0,0,0,206,renting,citizen,True,False
"I am a student and work part-time, earning around $2088 a month. I have been unhoused for 3 months and am staying in a shelter. I have 1 children ages 13, 2, 6. I have a chronic condition (arthritis) that requires regular medication. I am behind on my heating bills by $477.",0,0,0,0,0,174,unhoused,citizen,True,True
"I work part-time at a retail shop earning about $2328 per month. I recently became homeless after my landlord evicted me. I live with my partner. I have no health insurance. My electricity bill has been very high this winter, around $347 per month.",0,0,0,0,0,194,renting,citizen,False,True
"I am a student and work part-time, earning around $2916 a month. I am currently renting an apartment for $1252 per month. I live alone. I have no health insurance. I am behind on my heating bills by $342. I am a legal permanent resident and have been in the US for over 5 years.",0,0,0,0,0,243,staying_with_family,qualified_alien,False,True
